CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.osx-x64",8.0.0,8.0.5,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm",7.0.0,7.0.19,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm",8.0.0,8.0.5,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm64",7.0.0,7.0.19,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm64",8.0.0,8.0.5,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x64",7.0.0,7.0.19,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x64",8.0.0,8.0.5,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x86",7.0.0,7.0.19,MODERATE,CWE-122
CVE-2024-30045,2024-05-14T20:30:57Z,"Microsoft Security Advisory CVE-2024-30045 | .NET Remote code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x86",8.0.0,8.0.5,MODERATE,CWE-122
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",7.0.0,7.0.19,MODERATE,CWE-362
CVE-2024-30046,2024-05-14T20:31:00Z,"Microsoft Security Advisory CVE-2024-30046 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",8.0.0,8.0.5,MODERATE,CWE-362
CVE-2024-30054,2024-05-14T18:31:05Z,"Microsoft Power BI Client JavaScript SDK Information Disclosure Vulnerability","Microsoft.PowerBI.JavaScript",0,,MODERATE,CWE-20
CVE-2024-30105,2024-07-09T21:14:10Z,"Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability",System.Text.Json,7.0.0,8.0.4,HIGH,CWE-400
CVE-2024-30171,2024-05-14T15:32:54Z,"Bouncy Castle affected by timing side-channel for RSA key exchange (""The Marvin Attack"")","BouncyCastle.Cryptography",0,2.3.1,MODERATE,CWE-203
CVE-2024-30171,2024-05-14T15:32:54Z,"Bouncy Castle affected by timing side-channel for RSA key exchange (""The Marvin Attack"")",BouncyCastle,0,,MODERATE,CWE-203
CVE-2024-30172,2024-05-14T15:32:54Z,"Bouncy Castle crafted signature and public key can be used to trigger an infinite loop","BouncyCastle.Cryptography",0,2.3.1,MODERATE,CWE-835
CVE-2024-30172,2024-05-14T15:32:54Z,"Bouncy Castle crafted signature and public key can be used to trigger an infinite loop",BouncyCastle,0,,MODERATE,CWE-835
CVE-2024-32028,2024-04-12T22:54:09Z,"Sensitive query parameters logged by default in OpenTelemetry.Instrumentation http and AspNetCore","OpenTelemetry.Instrumentation.AspNetCore",0,1.8.1,MODERATE,CWE-201;CWE-212
CVE-2024-32028,2024-04-12T22:54:09Z,"Sensitive query parameters logged by default in OpenTelemetry.Instrumentation http and AspNetCore","OpenTelemetry.Instrumentation.Http",0,1.8.1,MODERATE,CWE-201;CWE-212
CVE-2024-32035,2024-04-15T20:22:54Z,"SixLabors.ImageSharp vulnerable to Memory Allocation with Excessive Size Value",SixLabors.ImageSharp,0,2.1.8,MODERATE,CWE-789
CVE-2024-32035,2024-04-15T20:22:54Z,"SixLabors.ImageSharp vulnerable to Memory Allocation with Excessive Size Value",SixLabors.ImageSharp,3.0.0,3.1.4,MODERATE,CWE-789
CVE-2024-32036,2024-04-15T20:24:06Z,"SixLabors.ImageSharp vulnerable to data leakage",SixLabors.ImageSharp,0,2.1.8,MODERATE,CWE-226
CVE-2024-32036,2024-04-15T20:24:06Z,"SixLabors.ImageSharp vulnerable to data leakage",SixLabors.ImageSharp,3.0.0,3.1.4,MODERATE,CWE-226
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,0,4.0.14,HIGH,CWE-190;CWE-89
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,4.1.0,4.1.13,HIGH,CWE-190;CWE-89
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,5.0.0,5.0.18,HIGH,CWE-190;CWE-89
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,6.0.0,6.0.11,HIGH,CWE-190;CWE-89
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,7.0.0,7.0.7,HIGH,CWE-190;CWE-89
CVE-2024-32655,2024-05-09T15:12:49Z,"Npgsql vulnerable to SQL Injection via Protocol Message Size Overflow",Npgsql,8.0.0,8.0.3,HIGH,CWE-190;CWE-89
CVE-2024-32872,2024-04-24T17:04:34Z,"Umbraco Workflow's Backoffice users can execute arbitrary SQL",Plumber.Workflow,0,10.1.2,MODERATE,CWE-89
CVE-2024-32872,2024-04-24T17:04:34Z,"Umbraco Workflow's Backoffice users can execute arbitrary SQL",Umbraco.Workflow,0,10.3.9,MODERATE,CWE-89
CVE-2024-32872,2024-04-24T17:04:34Z,"Umbraco Workflow's Backoffice users can execute arbitrary SQL",Umbraco.Workflow,11.0.0-rc1,12.2.6,MODERATE,CWE-89
CVE-2024-32872,2024-04-24T17:04:34Z,"Umbraco Workflow's Backoffice users can execute arbitrary SQL",Umbraco.Workflow,13.0.0-rc1,13.0.6,MODERATE,CWE-89
CVE-2024-33862,2024-07-06T00:31:06Z,"OPCFoundation.NetStandard.Opc.Ua.Core buffer-management vulnerability","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.5.374.54,HIGH,CWE-770
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ","Umbraco.Cms.Web.BackOffice",10.5.0,10.8.6,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ","Umbraco.Cms.Web.BackOffice",12.0.0,12.3.10,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ","Umbraco.Cms.Web.BackOffice",13.0.0,13.3.1,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ","Umbraco.Cms.Web.BackOffice",8.18.5,8.18.14,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ",UmbracoCms.Core,10.5.0,10.8.6,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ",UmbracoCms.Core,12.0.0,12.3.10,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ",UmbracoCms.Core,13.0.0,13.3.1,MODERATE,CWE-601
CVE-2024-34071,2024-05-21T14:29:18Z,"Umbraco CMS Open Redirect Bypass Protection  ",UmbracoCms.Core,8.18.5,8.18.14,MODERATE,CWE-601
CVE-2024-35218,2024-05-21T14:47:24Z,"Umbraco CMS Vulnerable to Stored XSS on Content Page Through Markdown Editor Preview Pane",UmbracoCms.Core,10.0.0,10.8.4,MODERATE,CWE-79
CVE-2024-35218,2024-05-21T14:47:24Z,"Umbraco CMS Vulnerable to Stored XSS on Content Page Through Markdown Editor Preview Pane",UmbracoCms.Core,12.0.0,12.3.7,MODERATE,CWE-79
CVE-2024-35218,2024-05-21T14:47:24Z,"Umbraco CMS Vulnerable to Stored XSS on Content Page Through Markdown Editor Preview Pane",UmbracoCms.Core,13.0.0,13.1.1,MODERATE,CWE-79
CVE-2024-35218,2024-05-21T14:47:24Z,"Umbraco CMS Vulnerable to Stored XSS on Content Page Through Markdown Editor Preview Pane",UmbracoCms.Core,8.0.0,8.18.13,MODERATE,CWE-79
CVE-2024-35239,2024-05-28T20:40:31Z,"Umbraco Forms components vulnerable to Stored Cross-site Scripting",Umbraco.Forms,10.0.0,10.5.3,LOW,CWE-79
CVE-2024-35239,2024-05-28T20:40:31Z,"Umbraco Forms components vulnerable to Stored Cross-site Scripting",Umbraco.Forms,12.0.0,12.2.2,LOW,CWE-79
CVE-2024-35239,2024-05-28T20:40:31Z,"Umbraco Forms components vulnerable to Stored Cross-site Scripting",Umbraco.Forms,13.0.0,13.0.1,LOW,CWE-79
CVE-2024-35239,2024-05-28T20:40:31Z,"Umbraco Forms components vulnerable to Stored Cross-site Scripting",Umbraco.Forms,8.0.0,8.13.13,LOW,CWE-79
CVE-2024-35240,2024-05-28T21:18:04Z,"Umbraco Commerce vulnerable to Stored Cross-site Scripting on Print Functionality",Umbraco.Commerce,0,10.0.5,MODERATE,CWE-79
CVE-2024-35240,2024-05-28T21:18:04Z,"Umbraco Commerce vulnerable to Stored Cross-site Scripting on Print Functionality",Umbraco.Commerce,12.0.0,12.1.4,MODERATE,CWE-79
CVE-2024-35252,2024-06-11T18:30:50Z,"Azure Storage Movement Client Library Denial of Service Vulnerability","Microsoft.Azure.Storage.DataMovement",0,2.0.5,HIGH,CWE-1104
CVE-2024-35255,2024-06-11T18:30:50Z,"Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability","Microsoft.Identity.Client",4.49.1,4.60.4,MODERATE,CWE-362
CVE-2024-35255,2024-06-11T18:30:50Z,"Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability","Microsoft.Identity.Client",4.61.0,4.61.3,MODERATE,CWE-362
CVE-2024-35255,2024-06-11T18:30:50Z,"Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability",Azure.Identity,0,1.11.4,MODERATE,CWE-362
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-35264,2024-07-09T21:14:23Z,"Microsoft Security Advisory CVE-2024-35264 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",8.0.0,8.0.7,HIGH,CWE-416
CVE-2024-38081,2024-07-09T21:14:35Z,"Microsoft Security Advisory CVE-2024-38081 | .NET Denial of Service Vulnerability",Microsoft.IO.Redist,4.6.0-preview.18571.3,6.0.1,HIGH,CWE-59
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-x64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-x64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-x64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.linux-x64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.osx-arm64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.osx-arm64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.osx-x64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.osx-x64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-arm",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-arm",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-arm64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-arm64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-x64",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-x64",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-x86",6.0.0,6.0.32,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability","Microsoft.NetCore.App.Runtime.win-x86",8.0.0,8.0.7,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability",System.Formats.Asn1,5.0.0-preview.7.20364.11,6.0.1,HIGH,CWE-20
CVE-2024-38095,2024-07-09T21:14:53Z,"Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability",System.Formats.Asn1,7.0.0-preview.1.22076.8,8.0.1,HIGH,CWE-20
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-arm64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-arm64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-musl-x64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.linux-x64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.osx-arm64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.osx-x64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.win-arm",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.win-arm64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.win-x64",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38167,2024-08-13T19:26:10Z,"Microsoft Security Advisory CVE-2024-38167 | .NET Information Disclosure Vulnerability","Microsoft.NetCore.App.Runtime.win-x86",8.0.0,8.0.8,MODERATE,CWE-319
CVE-2024-38168,2024-08-13T19:27:23Z,"Microsoft Security Advisory CVE-2024-38168 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",8.0.0,8.0.8,HIGH,CWE-400
CVE-2024-38168,2024-08-13T19:27:23Z,"Microsoft Security Advisory CVE-2024-38168 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",8.0.0,8.0.8,HIGH,CWE-400
